user_id,subscription_type,account_age_days,days_since_last_login,total_watch_time_min,num_sessions_last_30d,avg_session_duration_min,num_scroll_events,num_genres_watched,preferred_genre,used_search_last_30d,used_recommendations,has_profile_picture,watch_late_night_ratio,churned,watch_time_per_session,scrolls_per_session,avg_days_between_logins,genre_diversity_index,is_engaged
user_0,premium,1079,10,481.61994711834416,12,42.21248721592577,18,4,comedy,True,False,True,0.5392000090755934,0,40.13496214739356,1.4999987500010417,89.91659173617356,0.003703703703703704,0
user_1,family,1099,15,211.93626951602758,13,43.06565515130447,30,8,action,True,False,True,0.6465778852212032,1,16.302777422173335,2.3076905325457444,84.53839650892577,0.007272727272727273,0
user_2,premium,484,8,142.17173145676563,7,57.60686640293569,21,3,action,True,True,False,0.34446435354097704,0,20.310218336368894,2.999995714291837,69.14275836748806,0.006185567010309278,0
user_3,premium,1047,2,55.86410727922049,7,26.964965822515147,20,8,drama,True,True,True,0.39528574021222257,0,7.980575353352423,2.8571387755160353,149.57121489826443,0.007633587786259542,0
user_4,free,88,4,51.20408349841886,10,42.22728389813466,17,3,kids,False,True,True,0.23670496506976377,0,5.120403229438657,1.6999983000017,8.799991200008801,0.033707865168539325,0
user_5,free,1183,19,6.790918227443793,8,34.93706020069076,18,6,doc,True,True,False,0.2724499147782433,1,0.8488637173508274,2.249997187503516,147.87481515648105,0.005067567567567568,0
user_6,free,569,13,282.4050882528828,10,53.270346394163944,14,4,kids,True,True,True,0.3655749274097297,0,28.2404805848077,1.3999986000014,56.8999431000569,0.007017543859649123,0
user_7,family,623,27,344.64430096741035,5,45.256711522951946,22,8,comedy,True,True,True,0.14881606579441167,0,68.9287223360374,4.399991200017601,124.59975080049841,0.01282051282051282,0
user_8,premium,361,25,39.90342297542572,10,50.146674112906,28,7,doc,True,True,True,0.2416724250110036,1,3.990338307204265,2.7999972000028,36.0999639000361,0.019337016574585635,0
user_9,premium,820,14,148.09031038153023,12,63.48119217124285,19,5,kids,True,False,False,0.34516096393103324,1,12.340848914420091,1.5833320138899885,68.33327638893634,0.0060901339829476245,0
user_10,free,651,5,147.42864355416398,9,47.973633916887046,21,3,drama,True,True,True,0.47100890103069043,0,16.38094219386023,2.3333307407436217,72.33325296305226,0.004601226993865031,0
user_11,family,447,26,170.31943787140722,10,61.44275543150144,22,5,comedy,True,False,True,0.7791786969674317,1,17.031926755213966,2.1999978000022002,44.6999553000447,0.011160714285714286,0
user_12,family,1097,25,200.41700087157918,11,25.351193915938744,11,4,doc,False,True,False,0.34745348220214634,1,18.2197107885883,0.9999990909099173,99.72718206619813,0.0036429872495446266,0
user_13,premium,527,3,156.93551572494187,9,23.10492007280604,18,8,action,False,True,True,0.26300497492610697,0,17.43726015026004,1.999997777780247,58.555490493899455,0.015151515151515152,0
user_14,free,147,7,141.69007727439248,7,64.86212650659198,15,5,doc,True,True,True,0.2541044925975685,0,20.241410694326508,2.1428540816370263,20.999970000042858,0.033783783783783786,0
user_15,free,196,18,174.19834548177053,8,49.20181752995776,18,5,comedy,False,True,True,0.15255880612683984,0,21.77476596676386,2.249997187503516,24.499969375038283,0.025380710659898477,0
user_16,premium,1415,26,359.38249284038613,6,53.94113810032976,25,2,action,False,False,True,0.18120563980561383,1,59.8969823117605,4.166659722233796,235.8329402784329,0.0014124293785310734,0
user_17,premium,382,4,153.59484268345733,10,62.54208806471099,31,9,drama,True,True,True,0.06392805356760145,1,15.359468908876824,3.0999969000031,38.1999618000382,0.02349869451697128,0
user_18,premium,585,12,228.0212566264773,19,33.640983396138864,18,6,doc,True,True,True,0.2460490797513748,0,12.00111245343962,0.9473679224379356,30.789457479232905,0.010238907849829351,0
user_19,premium,539,15,115.81257075740479,12,35.762690788675954,21,1,kids,True,True,True,0.4561284619027247,0,9.651039520584131,1.749998541667882,44.916629236142306,0.001851851851851852,0
user_20,premium,1321,0,151.0310781376496,10,57.31446303400793,25,3,kids,False,True,True,0.386840751862246,0,15.103092710672248,2.4999975000025,132.0998679001321,0.0022692889561270802,0
user_21,free,1037,12,229.14722611663066,9,39.81889118173462,23,4,drama,True,True,True,0.23281045101337278,0,25.460774612098284,2.5555527160525378,115.22209419767312,0.0038535645472061657,0
